_id,coll_name,coll_place,description,lat,long,object_name,object_number,os_gridref,priref,repro_ref,strat_type,strat_unit,taxonomy,url
6696,unknown,Unknown,"Fossilised remains of half of Silurian brachiopod, Kirkidium knightii  showing septum",,,Brachiopod,G.00400.001,unknown,654725,G.00400.001b.jpg; G.00400.001a.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Aymestry Limestone Member,Kirkidium knightii,https://data.nhm.ac.uk/media/ludlow:G.00400.001b.jpg; https://data.nhm.ac.uk/media/ludlow:G.00400.001a.jpg
7620,"Tarrant, P.; Tarrant, M.",Meadowley Hill,"Fossilised remains of headshield of the Devonian cephalaspid  fish, Cephalaspis sp. found at Meadowley Hill. Headshield nearly complete in a course conglomerate matrix.",52.5338717,-2.4879199,Fish,G.09365.002,SO6793,659204,G.09365.002a.jpg; G.09365.002b.jpg,Chronostratigraphy,Devonian Period; Ditton Series,Cephalaspis sp.,https://data.nhm.ac.uk/media/ludlow:G.09365.002a.jpg; https://data.nhm.ac.uk/media/ludlow:G.09365.002b.jpg
6658,unknown,Unknown,"Fossilised remains of the Silurian heliotid tabulate coral, Plasmopora sp. The individual corallites are circular in outline and separeated by coenenchyme.",,,CORAL,G.00122,unknown,655457,G.00122a.jpg; G.00122b.jpg; G.00122c.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Wenlock Series; Much Wenlock Limestone Formation,Plasmopora sp.,https://data.nhm.ac.uk/media/ludlow:G.00122a.jpg; https://data.nhm.ac.uk/media/ludlow:G.00122b.jpg; https://data.nhm.ac.uk/media/ludlow:G.00122c.jpg
6673,unknown,Mocktree,"Fossilised remains of phragmacone of the Silurian cephalopod, Orthoceras ibex, found at Mocktree.",52.37896386,-2.85347927,Cephalopod,G.00183,SO4276,52039,G.00183.jpg,Chronostratigraphy,Silurian Period; Ludlow Series,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.00183.jpg
6669,unknown,Buildwas,"Fossilised complete shell of the Silurian orthide brachiopod, Dalejina hybrida. The shell is symmetrical and equivalve and displays fine radial ribbing. Found at Buildwas. Mounted on card with G.00171, G.00173 and G.00174",52.63256495,-2.53334302,Brachiopod,G.00172,SJ6404,52030,G.00172.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Wenlock Series; Wenlock Shale Formation,Dalejina hybrida,https://data.nhm.ac.uk/media/ludlow:G.00172.jpg
6703,"Bason, Miss",Cheney Longville,"Fossilised remains of the Ordovician brachiopod Strophomena expansa, mostly in the form of internal moulds of single valves. Some original shell material. Also present are the Cricoconarid Tentaculites. Found by Bason, Miss at Cheney Longville",52.45087738,-2.85486851,Brachiopod; Cricoconarida,G.00483,SO4284,54490,G.00483.jpg,Chronostratigraphy,Ordovician Period,Strophomena expansa; Tentaculites anglicus,https://data.nhm.ac.uk/media/ludlow:G.00483.jpg
8600,"Tarrant, P.; Tarrant, M.",Meadowley Wood,Fossilised Devonian plant remains found at Meadowley Wood.,52.5338717,-2.4879199,Plant,G.20106,SO6793,658579,G.20106.jpg,Chronostratigraphy,Devonian Period,Plantae,https://data.nhm.ac.uk/media/ludlow:G.20106.jpg
6717,"Shephard, H.H.",Cheney Longville,"Fossilised remains of single valves of the Ordovician brachiopod Dalmanella unguis. Found at Cheney Longville, Shropshire.",52.45087738,-2.85486851,Brachiopod,G.01136,SO4284,54563,G.01136.jpg,Chronostratigraphy,Ordovician Period; Caradoc Series,Dalmanella unguis,https://data.nhm.ac.uk/media/ludlow:G.01136.jpg
6714,unknown,Craven Arms District,Fossilised remains of the valve of the Ordovician brachiopod Harknessella vespertilio. Believed to have been collected from the Craven Arms area.,52.43300438,-2.83981418,Brachiopod,G.01087,SO4382,54813,G.01087.jpg,Chronostratigraphy,Ordovician Period; Caradoc Series,Harknessella vespertilio,https://data.nhm.ac.uk/media/ludlow:G.01087.jpg
6677,unknown,Mocktree,"Fossilised remains of phragmacone of the Silurian cephalopod, Orthoceras ibex, found at Mocktree.",52.37896386,-2.85347927,Cephalopod,G.00187,SO4276,52043,G.00187.jpg,Chronostratigraphy,Silurian Period; Ludlow Series,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.00187.jpg
6728,"Moore, R.G.; Bell, P.",Bringewood,Fossilised shell fragments of the Silurian brachiopod Strophonella euglypha and bivalve Pterinea lineatula found at Bringewood.,52.35250335,-2.77955858,Brachiopod; BIVALVE,G.01627,SO4773,655441,G.01627.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Upper Bringewood Formation,Strophonella euglypha; Pterinea lineatula,https://data.nhm.ac.uk/media/ludlow:G.01627.jpg
7209,unknown,"Achanarras Quarry, Spittal, Caithness.","Fossilised remains of a Devonian lung fish, Dipterus valenciennesi, showing a series of overlapping scales. Found at Caithness.",58.46592732,-3.45873208,Fish,G.06104,ND1554,656081,G.06104.jpg,"Chronostratigraphy, Lithostratigraphy",Devonian Period; Caithness Flagstone Group,Dipterus valenciennesi,https://data.nhm.ac.uk/media/ludlow:G.06104.jpg
6762,"Haskins, M.","Linney, Ludlow","Fossilised remains of phragmacone of the Silurian cephalopod Orthoceras sp. found at Linney, Ludlow.",52.36177534,-2.73566629,Cephalopod,G.02153,SO5074,48454,G.02153.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Whitcliffe Formation; Ludlow Series,Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.02153.jpg
6719,unknown,Bromfield,Fossilised fragments of the Ordovician cricoconarid Tentaculites anglicus. Found at Bromfield (washed downstream to Bromfield from Ordovician above Craven Arms),52.37956765,-2.76534423,Cricoconarid,G.01386,SO4876,55344,G.01386.jpg,Chronostratigraphy,Ordovician Period,Tentaculites anglicus,https://data.nhm.ac.uk/media/ludlow:G.01386.jpg
6716,"Shephard, H.H.",Marshbrook,Fossilised remains of the Ordovician brachiopod Sowerbyella sericea. Internal mould of single valves as well as external shell fragments.,52.49603216,-2.82628465,Brachiopod,G.01134,SO4489,54542,G.01134.jpg,Chronostratigraphy,Ordovician Period; Caradoc Series,Sowerbyella sericea,https://data.nhm.ac.uk/media/ludlow:G.01134.jpg
6826,"Thacker, D.; Norton, W.J.",Upper Millichope,"Fossilised remains of an Incomplete cephalon of the Silurian trilobite Dalmanites vulgaris, showing pronounced eyes. Found at Upper Millichope",52.49688372,-2.69372993,Trilobite,G.02966,SO5389,655693,G.02966.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Ludlow Series; Middle Elton Formation,Dalmanites sp.,https://data.nhm.ac.uk/media/ludlow:G.02966.jpg
7213,unknown,Achanarras Quarry,"Fragmentary fossilised remains, including scales, of the Devonian fish, Dipterus valenciennesi found at Acanarras Quarry, Spittal",58.46592732,-3.45873208,Fish,G.06134,ND1554,656085,G.06134.jpg,"Chronostratigraphy, Lithostratigraphy",Devonian Period; Caithness Flagstone Group; Achanarras Limestone Member,Dipterus valenciennesi,https://data.nhm.ac.uk/media/ludlow:G.06134.jpg
6787,"Shephard, H.H.",Hillside,"Fossilised remains of the Ordovician trilobite Ogyginus intermedius found at Hillside,  Llandridod Wells",,,Trilobite,G.02415,Unknown,53768,G.02415.jpg,Chronostratigraphy,Ordovician Period; Llandeilian Stage,Ogyginus intermedius,https://data.nhm.ac.uk/media/ludlow:G.02415.jpg
6721,"Norton, W. J.","Landslip, Bringewood","Fossilised remains of the Ordovician bivalve, Modiolopsis orbicularis. Found in landslip material at Bringewood.",52.35250335,-2.77955858,BIVALVE,G.01455,SO4773,77209,G.01455.jpg,"Chronostratigraphy, Lithostratigraphy",Ordovician; Ludlow Series; Upper Bringewood Formation,Modiolopsis orbicularis,https://data.nhm.ac.uk/media/ludlow:G.01455.jpg
6739,"Shephard, H.H.",Norton Lane Quarry; Craven Arms,"Fossilised shell fragment of the Silurian gastropod, Cyclonema octavia found at Norton Lane Quarry, Craven Arms, Shropshire.",52.43300438,-2.83981418,Gastropod,G.01954,SO4382,56943,G.01954.jpg,Chronostratigraphy,Silurian Period; Ludlow Series,Cyclonema octavia,https://data.nhm.ac.uk/media/ludlow:G.01954.jpg
6837,"Thacker, David; Norton, John",Upper Millichope,"Fossilised remains of cephalon of the Silurian trilobite, Dalmanites myops. Showing well preserved crescentic eyes and glabella. Found at Upper Millichope, Shropshire.",52.49679644,-2.7084586,Trilobite,G.03119,SO5289,75039,G.03119.jpg; https://sketchfab.com/3d-models/trilobite-dalmanites-f1d417e1b4c047f3a54f04d193eb7a12,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Ludlow Series; Middle Elton Formation,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.03119.jpg; https://data.nhm.ac.uk/media/ludlow:https://sketchfab.com/3d-models/trilobite-dalmanites-f1d417e1b4c047f3a54f04d193eb7a12
7217,unknown,Achanarras Quarry,Fossilised remains of fish Osteolepis sp. an extinct genus of lobe-finned fish from the Devonian period. It lived in the Lake Orcadie of northern Scotland. It was a rhipidistianand and had a number of features in common with tetrapods.,58.46592732,-3.45873208,Fish,G.06191,ND1554,656089,G.06191.jpg,"Chronostratigraphy, Lithostratigraphy",Devonian Period; Caithness Flagstone Group; Achanarras Limestone Member,Osteolepis sp.,https://data.nhm.ac.uk/media/ludlow:G.06191.jpg
6809,Smith,"Upper Gilwern, Llandrindod Wells","Fossilised remains of the Ordovician trilobite Ogyginus corndensis found at Upper Gilwern, Howey",52.21251887,-3.34792238,Trilobite,G.02661,SO0858,53897,G.02661.jpg,Chronostratigraphy,Ordovician Period; Llandeilian Stage,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.02661.jpg
6748,"Haskins, Malcolm","Linney, Ludlow","Fossilised shell remains of the Silurian bivalve Fuchsella amygdalina found at Linney, Ludlow.",52.36186592,-2.72098258,BIVALVE,G.02050,SO5174,48840,G.02050.jpg,"Biostratigraphy, Chronostratigraphy",Silurian Period,Fuchsella amygdalina,https://data.nhm.ac.uk/media/ludlow:G.02050.jpg
6750,"Bunn, Malcolm",Whitcliffe,Fossilised remains of phragmocone of the Silurian cephalopod Orthoceras ibex cephalopod  found at Whitcliffe Ludlow.,52.36177534,-2.73566629,Cephalopod,G.02052.001,SO5074,48841,G.02052.001.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Whitcliffe Formation,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.02052.001.jpg
6845,unknown,Wassall Quarries,"Fossilised remains of segment of phragmacone of the Silurian cephalopod, Leurocycloceras whitcliffense. Found in Wassall Quarry, Leintwardine.",,,Cephalopod,G.03163.002,unknown,660086,G.03163.002.jpg,Chronostratigraphy,Silurian Period; Ludlow Series,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.03163.002.jpg
7025,"Norton, John",Upper Millichope,"Fossilised fragments of Silurian gastropod Loxonema sinuosa and trilobite Dalmanites myops, found at Upper Millichope",52.49679644,-2.7084586,Gastropod; Trilobite,G.03995,SO5289,56863,G.03995a.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Elton Formation,Loxonema sinuosa; Cyclonema sp.; Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.03995a.jpg
6839,"Bell, P.",Aymestrey,Fossilised remains of partial phragmocone of the Silurian orthocone cephalopod Orthoceras nicholianum,,,Cephalopod,G.03135,unknown,49044,G.03135.jpg,"Biostratigraphy, Chronostratigraphy, Lithostratigraphy",Silurian Period; Ludlow Series; Bringewood Formation,Orthoceras nicholianum,https://data.nhm.ac.uk/media/ludlow:G.03135.jpg
6782,unknown,Unknown,"Fossilised remains of fragment of the phragmacone of the Silurian orthocone cephalopod, Orthoceras ludense.",,,Cephalopod,G.02274.003,unknown,656927,G.02274a.jpg; G.02274b.jpg,Chronostratigraphy,Silurian Period; Ludlow Series,Orthoceras ludense,https://data.nhm.ac.uk/media/ludlow:G.02274a.jpg; https://data.nhm.ac.uk/media/ludlow:G.02274b.jpg
6752,"Moore, R.G.; Bell, P.",Bringewood,"Fossilised remains of phragmocone from the Silurian cephalopod Orthoceras ibex, showing septa. Found at Bringewood.",52.35250335,-2.77955858,Cephalopod,G.02055,SO4773,48831,G.02055.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Lower Bringewood Formation,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.02055.jpg
6850,"Norton, W.J.","Dinham Bridge, Ludlow","Fossilised remains of fragment of the phragmocone of the Silurian cephalopod, Orthoceras perversum. Mounted. Found at Dinham Bridge",52.36177534,-2.73566629,Cephalopod,G.03192,SO5074,48806,G.03192a.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Ludlow Series; Whitcliffe Formation,Orthoceras perversum,https://data.nhm.ac.uk/media/ludlow:G.03192a.jpg
7281,"Tarrant, P.; Tarrant, M.",MORVILLE PARISH,"Fossilised remains of shoulder girdle with pectoral spine of an Acanthodian fish, Climatius sp., found by Tarrant, P. and Tarrant, M. at Morville.",52.50643275,-2.59074793,Fish,G.06611,SO69,56235,G.06611.jpg,Chronostratigraphy,Pridoli Series,Climatius sp.,https://data.nhm.ac.uk/media/ludlow:G.06611.jpg
6862,"Norton, W.J.","Linney, Ludlow","Fossilised remains of the septum of the Silurian cephalopod, Leurocycloceras whitcliffense. Position of the hyponomic foramen visible on the septal surface.",52.36186592,-2.72098258,Cephalopod,G.03258,SO5174,48278,G.03258.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Whitcliffe Formation; Ludlow Series,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.03258.jpg
6786,unknown,Unknown,"Fossilised remains, including pygidium and part of thorax, of the Ordovician trilobite Ogyginus corndensis",,,Trilobite,G.02394,unknown,53955,G.02394.jpg,Chronostratigraphy,Ordovician Period; Llandeilian Stage,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.02394.jpg
6756,"Moore, R.G.; Bell, P.","Linney, below Ludlow Castle",Fossilised remains of phragmocone of the Silurian cephalopod Orthoceras perversum found at Linney below Ludlow Castle.,52.36177534,-2.73566629,Cephalopod,G.02104,SO5074,48599,G.02104.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Whitcliffe Formation,Orthoceras perversum,https://data.nhm.ac.uk/media/ludlow:G.02104.jpg
6857,"Bowdler, E.",Unknown,"Fossilised remains of fragment of the phragmocone of the Silurian cephalopod, Systrophoceras rapax. Oval whorl section and pronounced radial ribbing. Mounted on card.",52.36186592,-2.72098258,Cephalopod,G.03244,SO5174,49017,G.03244.jpg,Chronostratigraphy,Silurian Period; Ludlow Series,Systrophoceras rapax,https://data.nhm.ac.uk/media/ludlow:G.03244.jpg
7296,unknown,Quarington Quarry,"Fossilised remains of fish scales of Palaeoniscum freieslebenensis in marl slate. Found at Quarington Quarry, Durham.",,,Fish,G.06750,unknown,74931,G.06750a.jpg; G.06750b.jpg,Chronostratigraphy,Permian Period,Palaeoniscum freieslebenensis,https://data.nhm.ac.uk/media/ludlow:G.06750a.jpg; https://data.nhm.ac.uk/media/ludlow:G.06750b.jpg
6897,"Bell, P.",Ludford Lane,"A fossilised fragment of Ludlow bone bed with a pinkish colour. Contains two sharp boundaries, one with a beige micrite and the other with a laminated pale grey siltstone. Towards the boundaries the bone bed becomes more yellow. Found at Ludford Lane",52.54165326,-2.72392655,Ludlow Bone Bed,G.03415,SO5194,77727,G.03415.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Pridoli Series; Ludlow Bone Bed,,https://data.nhm.ac.uk/media/ludlow:G.03415.jpg
6834,"Norton, W.J.",Site unknown,"Fossilised remains of the Ordovician trilobite Trinucleus fimbriatus showing the cephalon, thorax and pygidium, found at Llanfawr Quarry, Llandrindod Wells.",,,Trilobite,G.03104.001,Unknown,52810,G.03104.001.jpg,Chronostratigraphy,Ordovician Period; Llandeilian Stage,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.03104.001.jpg
6801,unknown,Llanfawr Quarry,"Fossilised remains of the thorax and pygidium and partial cephalon of the Ordovician trilobite Trinucleus fimbriatus, found at Llanfawr quarry, Llandrindod Wells",52.23914461,-3.37802026,Trilobite,G.02615.002,SO0661,52798,G.02615.002.jpg,Chronostratigraphy,Ordovician Period; Llandeilian Stage,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.02615.002.jpg
6886,unknown,"Yew Tree Dingle, Morville","Fossilised remains of head shield of  Devonian agnathan Pteraspis leathensis. Found at Morville, Shropshire.",52.53374644,-2.5174031,Agnathan,G.03370,SO6593,658366,G.03370.jpg,Chronostratigraphy,Devonian; Pridoli Series,Poraspis sp.,https://data.nhm.ac.uk/media/ludlow:G.03370.jpg
6652,unknown,Marshbrook,"Fossilised remains of Ordovician brachiopod, Strophomena grandis",52.49603216,-2.82628465,Brachiopod,G.00093,SO4489,51902,G.00093.jpg,Chronostratigraphy,Ordovician Period; Caradoc Series; Longvillian Stage,Strophomena grandis,https://data.nhm.ac.uk/media/ludlow:G.00093.jpg
6903,"Tarrant, P and M","Lye Brook, Devil's Hole, Morville.","Fossilised remains of fin spine of an Acanthodian fish. Found at Lye Brook, Devil's Hole",52.52462431,-2.54677433,Fish,G.03463.001,SO6392,56226,G.03463.001.jpg,Biostratigraphy,,Acanthodii,https://data.nhm.ac.uk/media/ludlow:G.03463.001.jpg
6835,unknown,Unknown,"Fossilised remains of the Ordovician trilobite Trinucleus fimbriatus, found at Llanfawr Quarry, Llandrindod Wells.",,,Trilobite,G.03104.002,Unknown,52811,G.03104.002.jpg,Chronostratigraphy,Ordovician Period; Llandeilian Stage,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.03104.002.jpg
6807,"Norton, W.J.; Smith","Upper Gilwern, Llandrindod Wells","Fossilised remains of an almost complete individual of the Ordovician trilobite Ogyginus corndensis found at Upper Gilwern, Llandrindod Wells",52.21251887,-3.34792238,Trilobite,G.02638,SO0858,54021,G.02638.jpg,Chronostratigraphy,Ordovician Period; Llandeilian Stage,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.02638.jpg
6929,"Baker, William Erskine",Siwalik Hills,Fossilised portion of the rib of a type of elephant from the Siwalik Hills of India.,,,Elephant; Rib,G.03568,unknown,47571,G.03568a.jpg,Chronostratigraphy,Neogene Period; Pliocene Series,Elephas; Elephantidae,https://data.nhm.ac.uk/media/ludlow:G.03568a.jpg
6671,unknown,Buildwas,"Fossilised complete shell of the Silurian orthide brachiopod, Dalejina hybrida. The shell is symmetrical and equivalve and possesses fine radial ribbing. Found at Buildwas, Shropshire. Mounted on card with G.00171-00173",52.63256495,-2.53334302,Brachiopod,G.00174,SJ6404,52032,G.00174.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Wenlock Series; Wenlock Shale Formation,Dalejina hybrida,https://data.nhm.ac.uk/media/ludlow:G.00174.jpg
6918,"Baker, William Erskine",Siwalik Hills,"Fossilised remains of vertebra of an extinct species of crocodile. Found in the Siwalik Hills, India",,,Crocodile; Vertebra,G.03555,unknown,47509,G.03555.jpg,Chronostratigraphy,Neogene Period; Miocene series,Crocodylidae,https://data.nhm.ac.uk/media/ludlow:G.03555.jpg
6836,"Shephard, H.H.",Hillside,"Fossilised remains of the Ordovician trilobite Ampyx sp. found at Hillside, Llandrindod Wells.",,,Trilobite,G.03107,Unknown,52634,G.03107.jpg,Chronostratigraphy,Ordovician Period,Ampyx sp.,https://data.nhm.ac.uk/media/ludlow:G.03107.jpg
6844,unknown,Wassall Quarries,"Fossilised segment of phragmacone of the Silurian cephalopod, Leurocycloceras whitcliffense. Found in Wassall Quarry, Leintwardine.",,,Cephalopod,G.03163.001,unknown,48866,G.03163.001.jpg,Chronostratigraphy,Silurian Period; Ludlow Series,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.03163.001.jpg
6930,"Baker, William Erskine",Siwalik Hills,Fossilised piece of the lower jaw and a single tooth of an extinct type of horse from the Siwalik Hills of India.,,,Horse; Tooth,G.03569,unknown,47578,G.03569a.jpg; G.03569b.jpg,Chronostratigraphy,Quaternary Period; Pleistocene Series,Equus sp.,https://data.nhm.ac.uk/media/ludlow:G.03569a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03569b.jpg
6675,unknown,Mocktree,"Fossilised remains of phragmacone of the Silurian cephalopod, Orthoceras ibex, found at Mocktree.",52.37896386,-2.85347927,Cephalopod,G.00185,SO4276,52041,G.00185.jpg,Chronostratigraphy,Silurian Period; Ludlow Series,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.00185.jpg
6942,"Baker, William Erskine",Siwalik Hills,"Fossilised remains of a part of the lower jaw, including teeth, of an extinct type of antelope. From the Siwalik Hills of India.",,,Antelope; Jaw,G.03587,unknown,47521,G.03587b.jpg; G.03587c.jpg,Chronostratigraphy,Neogene Period; Miocene series,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.03587b.jpg; https://data.nhm.ac.uk/media/ludlow:G.03587c.jpg
6853,unknown,Maryknoll,"Fossilised remains of a large sub-spherical septarian nodule, displaying polygonal cracks, which have been infilled with calcite.The nodule contains fragments of the phragmocone of the Silurian orthocone nautiloid, Orthoceras sp.  These internal moulds display clearly defined chambers, which have been partially infilled with mineral material. Found at Maryknoll.",52.35259936,-2.7648781,Cephalopod,G.03225,SO4873,656818,G.03225.jpg,Chronostratigraphy,Silurian Period,Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.03225.jpg
6921,"Baker, William Erskine","Siwalik Hills, India","Fossilised fragment of a rib bone from an extinct species of deer. Found in the Siwalik Hills, India.",,,Deer; Rib,G.03559,unknown,47546,G.03559.jpg,"Biostratigraphy, Chronostratigraphy",Neogene Period,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03559.jpg
6944,"Baker, William Erskine",Siwalik Hills,Fossilised piece of the lower jaw of an extinct giraffid. Collected from the Siwalik Hills of India.,,,Antelope; Jaw,G.03589,unknown,47520,G.03589a.jpg; G.03589b.jpg,Chronostratigraphy,Neogene Period; Miocene series,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.03589a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03589b.jpg
6706,unknown,Downton Gorge,Fossilised shell remains of the Silurian brachiopod Dolerorthis rustica.,52.3521012,-2.83827953,Brachiopod,G.00496,SO4373,655666,G.00496.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian; Much Wenlock Limestone Formation,Dolerorthis rustica,https://data.nhm.ac.uk/media/ludlow:G.00496.jpg
6951,"Baker, William Erskine",Siwalik Hills,Fossilised remains of an incomplete tooth of a Hippopotamus from the Siwalik Hills of India.,,,Hippopotamus; Tooth,G.03597,unknown,47586,G.03597b.jpg; G.03597c.jpg; G.03597a.jpg,Chronostratigraphy,Neogene Period,Hippopotamus sp.,https://data.nhm.ac.uk/media/ludlow:G.03597b.jpg; https://data.nhm.ac.uk/media/ludlow:G.03597c.jpg; https://data.nhm.ac.uk/media/ludlow:G.03597a.jpg
6868,unknown,"Devil's Hole, Morville","Fossilised remains of lower palaeozoic fish Phialaspis symondsi found at Devil's Hole, Morville",52.5338717,-2.4879199,Fish,G.03284,SO6793,656063,G.03284.jpg,Chronostratigraphy,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03284.jpg
6933,"Baker, William Erskine",Siwalik Hills,Fossilised remains of horse tooth from the Siwalik Hills of India.,,,Horse; Tooth,G.03572,unknown,47577,G.03572a.jpg,Chronostratigraphy,Quaternary Period; Pleistocene Series,Equus sp.,https://data.nhm.ac.uk/media/ludlow:G.03572a.jpg
6955,"Tarrant, P.; Tarrant, M.; Lamputt, N.",MORVILLE PARISH,Near complete fossilised remains of the head shield of a Pteraspid fish Cyathaspis sp. Found in Morville area.,52.50643275,-2.59074793,Fish,G.03606.002,SO69,659738,G.03606.002.jpg,Chronostratigraphy,Devonian Period; Lochkovien stage,,https://data.nhm.ac.uk/media/ludlow:G.03606.002.jpg
6708,"Bell, P.",Mortimer's Cross,"Fossilised remains of the Silurian brachiopod, Microsphaeridiorhynchia nucula",52.26220737,-2.83658357,Brachiopod,G.00604,SO4363,80451,G.00604.jpg,Chronostratigraphy,Silurian; Ludfordian Stage,Microsphaeridiorhynchia nucula,https://data.nhm.ac.uk/media/ludlow:G.00604.jpg
6973,"Norton, W.J.",Upper Millichope,Fossilised fragments of the Silurian graptolite Pristiograptus sp. found at Upper Millichope.,52.49679644,-2.7084586,Graptolite,G.03725,SO5289,55647,G.03725a.jpg; G.03725b.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Ludlow Series; Elton Formation,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.03725a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03725b.jpg
6881,unknown,"Main channel, Devil's Hole","Fossilised remains of the ventral disc from the head shield of the Silurian jawless fish, Phialaspis symondsi. Showing branchial impressions. Found at Devil's Hole, Morville Counterpart to G.03341.",52.5338717,-2.4879199,Fish,G.03339,SO6793,656072,G.03339.jpg,Chronostratigraphy,Silurian Period; Pridoli Series,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03339.jpg
6949,"Baker, William Erskine","Siwalik Hills, India","Fossilised remains of a part of a jaw with teeth belonging to an extinct gharial type crocodile, from the Siwalik Hills of India.",,,Crocodile; Jaw,G.03595,unknown,47508,G.03595a.jpg; G.03595b.jpg,Chronostratigraphy,Neogene Period,Crocodylidae,https://data.nhm.ac.uk/media/ludlow:G.03595a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03595b.jpg
6971,"Baker, H.",Meadowtown,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchi found at Meadowtown.,52.60240101,-3.02023714,Trilobite,G.03699,SJ3101,53672,G.03699.jpg,Chronostratigraphy,Ordovician Period; Llandeilian Stage,Ogygiocarella debuchi,https://data.nhm.ac.uk/media/ludlow:G.03699.jpg
6745,"Bell, P.",Whitcliffe,"Fossilised remains of the Silurian cephalopod Leurocycloceras whitcliffense showing the septal surface. Found at Whitcliffe, Ludlow.",52.36177534,-2.73566629,Cephalopod,G.01996,SO5074,48776,G.01996.jpg,Chronostratigraphy,Silurian Period; Ludfordian Stage,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.01996.jpg
6988,unknown,Unknown,"Fossilised remains of part of Silurian eurypterid, Pterygotus punctatus",,,Eurypterid,G.03806,unknown,72945,G.03806a.jpg; G.03806b.jpg,Chronostratigraphy,Silurian Period; Ludlow Series,Pterygotus punctatus,https://data.nhm.ac.uk/media/ludlow:G.03806a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03806b.jpg
6887,"Tarrant, P.; Tarrant, M.","Yew Tree Dingle, Morville",Fossilised remains of the Devonian jawless fish Pterapsis leathensis found at Morville.,52.53374644,-2.5174031,Agnathan,G.03371,SO6593,659564,G.03371.jpg,Chronostratigraphy,Devonian Period; Ditton Series,Pteraspis,https://data.nhm.ac.uk/media/ludlow:G.03371.jpg
6985,unknown,Bow Bridge,Fossilised remains of the Silurian conularid Metaconularia aspersa found at Bow Bridge. Likely to be part of original Ludlow Natural History Society.,,,Conularid,G.03796,unknown,57583,G.03796.jpg,"Chronostratigraphy, Lithostratigraphy",Silurian Period; Elton Formation,Metaconularia aspersa,https://data.nhm.ac.uk/media/ludlow:G.03796.jpg
7035,"Baker, H.; Norton, W.J.",Llanfawr Quarry,Fossilised remains of numerous cepahlons of the Ordovician trilobite Trinucleus fimbriatus.,52.23914461,-3.37802026,Trilobite,G.04072,SO0661,655677,G.04072.jpg,Chronostratigraphy,Ordovician Period; Llandeilian Stage,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.04072.jpg
