fossil_id,description,object_name,strat_type,period,taxonomy,url
7742,"Fragment of the phragmocone of the Silurian cephalopod, Lituites ibex with fragments of brachiopod fossils.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Lituites ibex,https://data.nhm.ac.uk/media/ludlow:G.10220.jpg
7578,Fossilised remains of the Silurian graptolite Pristiograptus sp. and cephalopod Orthoceras sp. found in Elton Lane.,Graptolite; Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus sp.; Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.08970.jpg
8627,Carbonised fossilised remains of a Devonian plant. Found at Sudford Dingle.,Plant,Chronostratigraphy,Devonian Period,Plantae,https://data.nhm.ac.uk/media/ludlow:G.20139.jpg
8595,Fossilised remains of the the Devonian heterostracan fish Pteraspis sp. found at Morville.,Fish,Chronostratigraphy,Devonian Period,Pteraspis sp.,https://data.nhm.ac.uk/media/ludlow:G.20101.jpg
8489,"Silurian assemblage containing fossilised fragments of trilobite, Calymene neointermedia; and brachiopods, Dayia navicula and Microsphaeridiorynchia nucula, Found by Smith, R. near Leintwardine.",Assemblage,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Calymene neointermedia; Dayia navicula; Microsphaeridiorynchia nucula,https://data.nhm.ac.uk/media/ludlow:G.17812a.jpg; https://data.nhm.ac.uk/media/ludlow:G.17812b.jpg
7759,"Fossilised remains of phragmocone of the Silurian orthocone cephalopod, Imbricatoceras subundulatum showing suture lines. Found in Ludlow, Shropshire.",Cephalopod,"Biostratigraphy, Chronostratigraphy",Silurian Period,Imbricatoceras subundulatum,https://data.nhm.ac.uk/media/ludlow:G.10380a.jpg; https://data.nhm.ac.uk/media/ludlow:G.10380b.jpg
8510,Pyritised remains of an Arnioceras sp. ammonite from the Jurassic Lower Lias. The phragmocone is evolute with a ventral keel.The  whorls show transverse ribbing.,AMMONITE,Chronostratigraphy,Jurassic Period,Arnioceras sp.,https://data.nhm.ac.uk/media/ludlow:G.18578.jpg
8461,"Part of a Silurian phyllocarid, Ceratiocaris sp.",Phyllocarid,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Ceratiocaris sp.,https://data.nhm.ac.uk/media/ludlow:G.17374.001.jpg
8599,"Fossilised remains of the lobe-finned Devonian fish Osteolepis macrolepidotus found at Tynet Burn, Fochabers, Scotland.",Fish,Biostratigraphy,Devonian Period,Osteolepis macrolepidotus,https://data.nhm.ac.uk/media/ludlow:G.20105.jpg
8236,Fossilised remains of the Ordovician cephalopod Orthoceras bruguiere showing the septal segments.,Cephalopod,Chronostratigraphy,Ordovician Period,Orthoceras bruguiere,https://data.nhm.ac.uk/media/ludlow:G.14588.jpg
8486,"Silurian assemblage with coral Coenites intertextus,  brachiopods  Strophonella euglypha, Atrypa reticularis, Camarotoechia borealis, and Gypidula sp.,  trilobites Acaste downingiae, Calymene blumenbachi and genal spine of Dalmanites sp., hydrozoan  Labechia conferta,  cricoconarida  Tentaculites sp.,  bryozoan Fenestella sp. and crinoid columns  found at  Dudley(?)",Assemblage,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Coenites intertextus; Strophonella euglypha; Atrypa reticularis; Camarotoechia borealis; Gypidula sp.; Acaste downingiae; Calymene blumenbachi; Dalmanites sp.; Labechia conferta; Tentaculites sp.; Fenestella sp.,https://data.nhm.ac.uk/media/ludlow:G.17779.jpg
7581,Fossilised fragments of the Silurian graptolite Monograptus priodon found in South Shropshire.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Monograptus priodon,https://data.nhm.ac.uk/media/ludlow:G.08984.jpg
7734,"Fragment of the phragmocone of the Silurian orthocone cephalopod, Kionoceras filosum.",Cephalopod,Chronostratigraphy,Silurian Period,Kionoceras filosum,https://data.nhm.ac.uk/media/ludlow:G.10097.jpg
8351,Fossilised remains of the molar teeth and palette of an extinct type of elephant. Found in the Siwalik Hills of India.,Elephant; Jaw,Chronostratigraphy,Cenozoic Era,Elephantidae,https://data.nhm.ac.uk/media/ludlow:G.15234a.jpg; https://data.nhm.ac.uk/media/ludlow:G.15234b.jpg; https://data.nhm.ac.uk/media/ludlow:G.15234c.jpg; https://data.nhm.ac.uk/media/ludlow:G.15234d.jpg
8649,Fossilised shell remains of the Jurassic bivalve Pseudopecten equivalvis.,BIVALVE,Chronostratigraphy,Jurassic Period,Pseudopecten equivalvis,https://data.nhm.ac.uk/media/ludlow:G.20177.jpg
8522,Fossilised remains of a large triangular shaped tooth coated in grey enamel belonging to the Eocene Shark species Lamna obliqua.,shark; Tooth,Chronostratigraphy,Cenozoic Era,Lamna obliqua,https://data.nhm.ac.uk/media/ludlow:G.19503a.jpg
8512,"A near complete specimen of the Jurassic ammonite, Androgynoceras lataecosta. The phragmocone is evolute in form and possesses distinct transverse ribbing. The aperture is circular in outline. Collected from the Lower Lias at Waddington",AMMONITE,Chronostratigraphy,Jurassic Period,Androgynoceras lataecosta,https://data.nhm.ac.uk/media/ludlow:G.18634.jpg
8467,Fossilised remains of Silurian algae? Found at Erwood.,Algae,"Chronostratigraphy, Lithostratigraphy",Silurian Period,,https://data.nhm.ac.uk/media/ludlow:G.17717.jpg
7753,"Fossilised fragment of phragmocone of  the Ordovician cephalopod Orthoceras sp. Found at Llandrindrod Wells, Powys",Cephalopod,Chronostratigraphy,Ordovician Period,Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.10283.jpg
8506,"Complete colony of the Silurian fossil coral, Heliolites sp. found at Aston Munslow. Believed to have been transported to locality.",CORAL,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Heliolites sp.,https://data.nhm.ac.uk/media/ludlow:G.18128a.jpg; https://data.nhm.ac.uk/media/ludlow:G.18128b.jpg
7978,"Fossilised shell remains of the Silurian brachiopod Kirkidium knightii found at Onibury, Shropshire.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Kirkidium knightii,https://data.nhm.ac.uk/media/ludlow:G.12779.jpg
7590,Fossilised remains of the Silurian graptolite Pristiograptus sp. found at Builth Wells.,Graptolite,Chronostratigraphy,Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.09034.jpg
8473,"Fossilised remains of a Silurian stromatoporoid growing on the shell of a gastropod, Poleumita discors. Found at Rushbury.",Stromatoporoid,"Chronostratigraphy, Lithostratigraphy",Silurian Period,"[None, 'Poleumita discors']",https://data.nhm.ac.uk/media/ludlow:G.17735a.jpg; https://data.nhm.ac.uk/media/ludlow:G.17735b.jpg
8618,"Fossilised polished section through the Devonian coral, Favosites cervicornis showing a massive corallum consisting of numerous cerioid corallites. Found in Somerset.",CORAL,Chronostratigraphy,Devonian Period,Favosites cervicornis,https://data.nhm.ac.uk/media/ludlow:G.20130.jpg
8556,"Fossilized rostrum (guard) of the Jurassic belemnite, Belemnites sulcatus. Found at Wolvercote",Belemnite,"Chronostratigraphy, Lithostratigraphy",Jurassic Period,Belemnites sulcatus,https://data.nhm.ac.uk/media/ludlow:G.20045.jpg
8002,"Fossilised shell remains of the Silurian brachiopod, Glassia sp., found at Upper Millichope, Shropshire.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Glassia sp.,https://data.nhm.ac.uk/media/ludlow:G.13011.002.jpg
8526,"Part of a Silurian fossil coral, Catenipora sp",CORAL,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Catenipora sp.,https://data.nhm.ac.uk/media/ludlow:G.19589.jpg
7931,"Fossilised remains of a Carboniferous plant Alethopteris serlii. Found at Holditch Colliery, Madeley, Crewe, Cheshire.",Plant,Chronostratigraphy,Carboniferous Period,Alethopteris serlii,https://data.nhm.ac.uk/media/ludlow:G.12316.jpg
8383,"Fossilised remains of the upper Jurassic ammonite, Aulocostephanus sp. found at Kimmeridge, Dorset.",AMMONITE,Chronostratigraphy,Jurassic Period,Aulocostephanus sp.,https://data.nhm.ac.uk/media/ludlow:G.16106.jpg
8560,Fossilised remains of a Silurian Aganthian Cephalaspid fish. Found at Earnstry.,Fish,Chronostratigraphy,Silurian Period,Cephalaspida,https://data.nhm.ac.uk/media/ludlow:G.20061.jpg
8005,"Fossilised shell remains of the Silurian brachiopod Glassia sp. found at Upper Millichope, Shropshire.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Glassia sp.,https://data.nhm.ac.uk/media/ludlow:G.13011.005.jpg
7601,Fossilised remains of the Silurian graptolite Pristiograptus sp.,Graptolite,Chronostratigraphy,Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.09087.jpg
8474,"Fossilised remains of a Silurian stromatoporoid growing on the shell of the gastropod, poleumita discors. Found at Farley Quarry.",Stromatoporoid,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Stromatopora sp.; Poleumita discors,https://data.nhm.ac.uk/media/ludlow:G.17737a.jpg; https://data.nhm.ac.uk/media/ludlow:G.17737b.jpg
8384,"Fossilised remains of the Jurassic ammonite, Pavlovia palasioides, found at Kimmeridge, Dorset.",AMMONITE,"Chronostratigraphy, Lithostratigraphy",Jurassic Period,Pavlovia pallasioides,https://data.nhm.ac.uk/media/ludlow:G.16112.jpg
7847,Fossilised shell remains of the Silurian bivalve Gotodonta ludensis,BIVALVE,Chronostratigraphy,Silurian Period,Gotodonta ludensis,https://data.nhm.ac.uk/media/ludlow:G.11904.001.jpg
7602,"Fossilised remains of Silurian graptolites Pristiograptus sp. Found in Mortimer Forest, Ludlow.",Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.09097.002.jpg
7941,"Fossilised remains of the Carboniferous pteridosperm seed fern plant, Neuropteris sp.",Plant,Chronostratigraphy,Carboniferous Period,Neuropteris sp.,https://data.nhm.ac.uk/media/ludlow:G.12324.jpg
7780,"Fossilised remains of the head and thorax of the Ordovician trilobite Placoparina sedgwicki preserved as a mould. Found by Cox, A. in Shelve inlier, Shropshire.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Placoparina sedgwicki,https://data.nhm.ac.uk/media/ludlow:G.10534.jpg
8359,Polished section showing the fossilised chamber segments of the Jurassic ammonite Hildoceras bifrons.,AMMONITE,Chronostratigraphy,Jurassic Period,hildoceras bifrons,https://data.nhm.ac.uk/media/ludlow:G.15507.jpg
8544,"Fossilised remains of the Jurassic bivalve, Cardinia ovalis. Found in the Whitchurch area, Shropshire.",BIVALVE,Chronostratigraphy,Jurassic Period,Cardinia ovalis,https://data.nhm.ac.uk/media/ludlow:G.20009.jpg
8558,"Fossilized rostrum (guard) fragment of the Belemnite, Belemnites sulcatus, showing mould impression of a section of phragmacone. Jurassic period. Found at Wolvercote 1925. Part 2 of 3, counterpart to G.20046.001",Belemnite,"Chronostratigraphy, Lithostratigraphy",Jurassic Period,Belemnites sulcatus,https://data.nhm.ac.uk/media/ludlow:G.20046.002.jpg
8496,"Silurian assemblage containing fossilised fragments of brachiopods, graptolite, polyzoans and crinoid columnals. Found at Bromfield; transported in alluvial gravels.",Assemblage,Chronostratigraphy,Silurian Period,,https://data.nhm.ac.uk/media/ludlow:G.17895.001b.jpg; https://data.nhm.ac.uk/media/ludlow:G.17895.001a.jpg
7876,"Fossilised Silurian assemblage of brachiopods, Salopina lunata, Camaratoechia nucula and Protochonetes ludloviensis and cephalopod Michelinoceras sp. found at Ludlow",Assemblage,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Salopina lunata; Camaratoechia nucula; Protochonetes ludloviensis; Michelinoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.12027.jpg
8365,"Sedimentary rock composed of fragments of other rocks in a sand and mud matrix. Collected from the base of the Wrekin Quartzite in Ercall Quarry, this represents a period of erosion before deposition of the quartzite.",,Chronostratigraphy,Cambrian Period,Breccia,https://data.nhm.ac.uk/media/ludlow:G.15580.001.jpg
7850,Fossilised Assemblage of  Silurian brachiopods Microsphaeridiorhynchia nucula preserved as casts and moulds with little original shell remaining. Found at Whitcliffe.,Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Camarotoechia nucula,https://data.nhm.ac.uk/media/ludlow:G.11917.jpg
7615,Fossilised fragments of the Silurian graptolite Monograptus lobiferus. Found in Lake district.,Graptolite,Chronostratigraphy,Silurian Period,Monograptus lobiferus,https://data.nhm.ac.uk/media/ludlow:G.09183.jpg
8504,"Fossilised shell remains of the Jurassic brachiopod Goniorhynchia boueti, preserved in boueti beds. Found near Weymouth.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Jurassic Period,Goniorhynchia boueti,https://data.nhm.ac.uk/media/ludlow:G.18043.002.jpg
7724,Fragment of fossilised horn from an extinct species of Bovid from the Siwalik Hills of India. In 2 parts - see G.10029.001,Bovid; Horn,Chronostratigraphy,Cenozoic Era,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.10029.002.jpg; https://data.nhm.ac.uk/media/ludlow:G.10029.jpg
8380,"An unusual mode of preservation for this Jurassic ammonite. An internal mould, which has been longitudinally sectioned, to show individual septa and septal walls. The septa are infilled with calcite. The exterior of the mould has undergone later solution to show zig-zag fissures, which mark the ammonitic suture patterns.",AMMONITE,"Biostratigraphy, Chronostratigraphy",Jurassic Period,Ammonoidea,https://data.nhm.ac.uk/media/ludlow:G.16084.jpg
8622,"Fossilised fragmentary, indeterminate, Devonian plant remains. One large stem section showing longitudinal ridges.",Plant,Chronostratigraphy,Devonian Period,Plantae,https://data.nhm.ac.uk/media/ludlow:G.20134.jpg
7785,"Fossilised remains of Ordovician trilobolite Ampyx linleyensis found at Shelve inlier, Shropshire.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Ampyx linleyensis,https://data.nhm.ac.uk/media/ludlow:G.10591a.jpg; https://data.nhm.ac.uk/media/ludlow:G.10591b.jpg
7832,"Fossilised remains of the Silurian bivalve Modiolopsis complanata found at Castle Bridge, Downton.",BIVALVE,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Modiolopsis complanata,https://data.nhm.ac.uk/media/ludlow:G.11787.jpg
7913,"Fossilised shell remains of the Silurian brachiopod, Pentamerus oblongus found at Norbury",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pentamerus oblongus,https://data.nhm.ac.uk/media/ludlow:G.12200.jpg
8551,"Fossilised fragment of the phragmacone of the Silurian cephalopod, Orthoceras ludense. Specimen in two parts - part one of a two part specimen. Found at Tinkers Hill, Ludlow, Shropshire 1925",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras ludense,https://data.nhm.ac.uk/media/ludlow:G.20038a.jpg
7954,"Fossilised remains of part of the stem of a Carboniferous lycopod Sigillaria, sp., found at Old Hill, Wyre Forest.",Lycopod,"Biostratigraphy, Chronostratigraphy",Carboniferous Period,Sigillaria sp.,https://data.nhm.ac.uk/media/ludlow:G.12343.jpg
7793,"Fossilised remains of the rhabdosome of the uniserial, Ordovician graptolite, Dicellograptus cambriensis. A further fossil is preserved within the shale matrix, which may be an encrusting sponge.",Graptolite,Chronostratigraphy,Ordovician Period,Dicellograptus cambriensis,https://data.nhm.ac.uk/media/ludlow:G.11155.jpg
7833,"Fossilised valve of the Ordovician bivalve Modiolopsis orbicularis, found by Darmon, C. at Glenburrel, Horderley.",BIVALVE,"Chronostratigraphy, Lithostratigraphy",Ordovician Period,Modiolopsis orbicularis,https://data.nhm.ac.uk/media/ludlow:G.11794.jpg
7740,"Part of the phragmacone of the Silurian orthocone cephalopod, Orthoceras bullatum.Suture lines clearly visible. Small brachiopods also present within the matrix.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.10192.jpg
8393,"A pyritised shell of the Jurassic ammonite, Ammonites sp. The shell is involute and compressed and possesses strong transverse ribbing which passes across a ventral keel.",AMMONITE,Chronostratigraphy,Jurassic Period,Ammonites sp.,https://data.nhm.ac.uk/media/ludlow:G.16161.jpg
8121,Fossilised remains of the Ordovician brachiopods Heterothis alternata and Dalmanella sp. Found at Marshbrook.,Brachiopod,Chronostratigraphy,Ordovician Period,Heterorthis alternata; Dalmanella sp.,https://data.nhm.ac.uk/media/ludlow:G.13817.jpg
7794,"Dark Ordovician slaty rock containing two species of fossilised graptolite, Dicellograptus sp. and Cryptograptus tricornis. Found at Llanfawr Quarry.",Graptolite,Chronostratigraphy,Ordovician Period,Cryptograptus tricornis; Dicellograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.11159.jpg
8527,"Silurian solitary coral Ketophyllum sp, overgrown by a colony of the tabulate coral Heliolites. Found at Elton, near Ludlow.",CORAL,Chronostratigraphy,Silurian Period,Ketophyllum sp.,https://data.nhm.ac.uk/media/ludlow:G.19601a.jpg; https://data.nhm.ac.uk/media/ludlow:G.19601b.jpg
8468,"Fossilised remains of a Silurian sponge, Amphispongia oblonga. Found at Mortimer Forest.",Sponge,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Amphispongia oblonga,https://data.nhm.ac.uk/media/ludlow:G.17718.jpg
8562,"Fossilised head shield of the Silurian fish Hemicyclaspis sp. Found at Case Mills, Ludlow.",Fish,Chronostratigraphy,Silurian Period,Hemicyclaspis sp.,https://data.nhm.ac.uk/media/ludlow:G.20062.002.jpg
7961,"Fossilised valve of the articulate Silurian brachiopod, Atrypa reticularis. Found near Pipe Aston.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Atrypa reticularis,https://data.nhm.ac.uk/media/ludlow:G.12424.jpg
8397,"Fossilised shell remains of the Silurian gastropod Poleumita discors found in Farley Quarry, Shropshire.",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Poleumita discors,https://data.nhm.ac.uk/media/ludlow:G.16227.jpg
7993,"Fine-grained sandstone, Tarporley siltstone. One surface bears distinct ripple marks converging in a dip, thus giving the appearance of a whrlpool. The other surface is pock-marked (rainprints?)",Sandstone,"Biostratigraphy, Chronostratigraphy",Triassic Period,,https://data.nhm.ac.uk/media/ludlow:G.12915.jpg
7930,"Part of a leaf frond from the Carboniferous seed fern, Alethopteris sp.",Plant,Chronostratigraphy,Carboniferous Period,Alethopteris sp.,https://data.nhm.ac.uk/media/ludlow:G.12315.jpg; https://data.nhm.ac.uk/media/ludlow:G.12315c.jpg
8403,"Fossilised shell remains of the Silurian gastropod Poleumita sp. found in Ludlow, Shropshire.",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Poleumita sp.,https://data.nhm.ac.uk/media/ludlow:G.16275.jpg
8122,"Fossilised remains of the Ordovician brachiopod Heterorthis retrorsistria. Found by Wood, B. at Soudley.",Brachiopod,Chronostratigraphy,Ordovician Period,Heterorthis retrorsistria,https://data.nhm.ac.uk/media/ludlow:G.13820.jpg
7811,Fossilised remains of pygidium and thoracic segment of the Silurian trilobite Dalmanites myops found at Mortimer Forest.,Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.11537.jpg
7999,Fossilised shell remains of the Silurian bivalve Orbiculoidea rugata found at Downton.,BIVALVE,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orbiculoidea rugata,https://data.nhm.ac.uk/media/ludlow:G.13004.jpg
7744,"Fossilised fragment of phragmocone of the Silurian cephalopod, Dawsonoceras fimbriatum. Found in Mortimer Forest.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dawsonoceras fimbriatum,https://data.nhm.ac.uk/media/ludlow:G.10243.jpg
8577,Fragmentary remains of acanthodian fish.,Fish,Chronostratigraphy,Silurian Period,Acanthodii,https://data.nhm.ac.uk/media/ludlow:G.20076.jpg
7969,"Fossilised shell remains of the Silurian brachiopod Leptaena depressa  found at Wren's Nest, Dudley",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Leptaena depressa,https://data.nhm.ac.uk/media/ludlow:G.12592.jpg
7674,"Fossilised piece of a deer's lower right jaw, with teeth, from the Siwalik Hills of India.",Deer; Jaw,Chronostratigraphy,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.09888a.jpg
7952,"Fossilised remains of the trunk section of a Carboniferous lycopod Sigillaria sp. Found at Clipstone Colliery, Mansfield, Nottingham.",Lycopod,Chronostratigraphy,Carboniferous Period,Sigillaria sp.,https://data.nhm.ac.uk/media/ludlow:G.12341.jpg
7772,"Fossilised remains of the  Carboniferous pteridosperm, Pecopteris sp. found at Longdon Common, Shrewsbury",Plant,Chronostratigraphy,Carboniferous Period,Pecopteris sp,https://data.nhm.ac.uk/media/ludlow:G.10470.jpg
8641,Indeterminate plant remains from the Carboniferous.,Plant,Chronostratigraphy,Carboniferous Period,,https://data.nhm.ac.uk/media/ludlow:G.20152a.jpg; https://data.nhm.ac.uk/media/ludlow:G.20152b.jpg
7653,"Fragments of phragmocones of Orthoceras ibex, Orthoceras sp. and Cyrtoceras sp. cephalopod fossil with fragments of Serpulites longissimus, brachiopods and bivalves.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.09568.001.jpg
7820,"Fossilised remains of thorax and tail of the Silurian trilobite, Dalmanites caudatus. Found in the cutting for the new Ironbridge bypass at Buildwas 1986",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites caudatus,https://data.nhm.ac.uk/media/ludlow:G.11639.jpg
8109,"Fossilised remains of part of a Silurian coral, Palaeocyclus sp., found in Ludlow district",CORAL,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Palaeocyclus sp.,https://data.nhm.ac.uk/media/ludlow:G.13732a.jpg
8488,"Silurian assemblage with corals Coenites sp,  bryozoan fenestella sp., and brachiopods Atrypa reticularis,  Rhynchotreta cuneata and Howellella elegans found at  Wren's Nest , Dudley",Assemblage,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Coenites sp.; Fenestella sp.; Atrypa reticularis; Rhynchotreta cuneata; Howellella elegans,https://data.nhm.ac.uk/media/ludlow:G.17781a.jpg; https://data.nhm.ac.uk/media/ludlow:G.17781b.jpg
7658,"Fossilised remains of part of a Silurian brachiopod, Leptaena sp. Found by Kelly, F.B. at Woodbury Quarry",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Leptaena sp.,https://data.nhm.ac.uk/media/ludlow:G.09674.jpg
7994,"Fossilised impressions of raindrops in fine-grained Triassic sandstone, Tarporley siltstone. Found at Grinshill quarry, Shropshire.",Rainprints,"Chronostratigraphy, Lithostratigraphy",Triassic Period,Sandstone,https://data.nhm.ac.uk/media/ludlow:G.12937.jpg
7678,"Fossilised remains of a vertebra from an extinct species of deer. Found in the Siwalik Hills, India",Deer; Vertebra,"Biostratigraphy, Chronostratigraphy",Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.09894a.jpg; https://data.nhm.ac.uk/media/ludlow:G.09894b.jpg; https://data.nhm.ac.uk/media/ludlow:G.09894c.jpg; https://data.nhm.ac.uk/media/ludlow:G.09894d.jpg
8625,Fossilised Devonian plant remains found at Meadowley Wood.,Plant,Chronostratigraphy,Devonian Period,Plantae,https://data.nhm.ac.uk/media/ludlow:G.20137.jpg
7945,Fossilised leaf remains of a Carboniferous pteridosperm Neuropteris sp.,Plant,Chronostratigraphy,Carboniferous Period,Neuropteris sp.,https://data.nhm.ac.uk/media/ludlow:G.12329.jpg; https://data.nhm.ac.uk/media/ludlow:G.12329a.jpg; https://data.nhm.ac.uk/media/ludlow:G.12329b.jpg
8417,Fossilised remains of the Silurian cricoconarid Tentaculites sp. Found at Rubery.,Cricoconarida,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Tentaculites sp.; Cricoconarida,https://data.nhm.ac.uk/media/ludlow:G.16390.jpg
7995,"A sample of limestone rock with vertebrate bone fragments possibly a cleithrum bone. From the Rhaetic bone bed. Found at Aust Cliff, near Bristol.",Fish,Chronostratigraphy,Triassic Period,Birgeria sp.,https://data.nhm.ac.uk/media/ludlow:G.12991.jpg
7825,Fossilised remains of Silurian Stromatoporoid overgrowing the colonial coral Favosites. There are also course grained fragments of crinoid stem and brachiopods. Found at Coates Quarry.,Stromatoporoid,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Stromatoporoid; Favosites sp.,https://data.nhm.ac.uk/media/ludlow:G.11774a.jpg; https://data.nhm.ac.uk/media/ludlow:G.11774b.jpg
7975,"Fossilised shell remains of the Silurian brachiopod, Kirkidium knightii. Found by Jones, M. on Mortimer Forest road, Ludlow.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Kirkidium knightii,https://data.nhm.ac.uk/media/ludlow:G.12683b.jpg; https://data.nhm.ac.uk/media/ludlow:G.12683a.jpg
8514,Fossilised remains of an Oxynoticeras sp. ammonite from the Jurassic. Found at Seatown.,AMMONITE,Chronostratigraphy,Jurassic Period,Oxynoticeras sp.,https://data.nhm.ac.uk/media/ludlow:G.18649.jpg
8164,"Rounded specimen of the Carboniferous coral, Lithostrotion sp. Probably a transported object originally from Angelsey.",CORAL,Chronostratigraphy,Carboniferous Period,Lithostrotion sp.,https://data.nhm.ac.uk/media/ludlow:G.14215.jpg
8419,"Fossilised remains of the Silurian cricoconarida Cornulites serpularius found by Fraser, N. at Whitcliffe, Ludlow. Counterpart of G.16411.002.",Cricoconarida,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Cornulites serpularius,https://data.nhm.ac.uk/media/ludlow:G.16411.001.jpg
8130,"Fossilised remains of a single valve of the Ordovician brachiopod Macrocoelia expansa, preserved as an internal mould. Also includes numerous ossicles of Glytptocrinus sp. Found by Wood, B. at Chatwall.",Brachiopod; Crinoid,Chronostratigraphy,Ordovician Period,Macrocoelia expansa; Glyptocrinus sp.,https://data.nhm.ac.uk/media/ludlow:G.13859.jpg
8531,"Silurian fossil brachiopods. Protochonetes ludloviensis, Salopina lunata and Microsphaeridiorhynchus nucula as well as fossil cricoconarida, Cornulites serpularius. Collected on Whitcliffe Common.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Protochonetes ludloviensis; Salopina lunata; Microsphaeridiorhynchus nucula; Cornulites serpularius,https://data.nhm.ac.uk/media/ludlow:G.19763.jpg
7693,Fossilised remains of a part of the lower left jaw and three molars of an extinct type of horse from the Siwalik Hills of India.,Horse; Tooth,Chronostratigraphy,Cenozoic Era,Equus sp.,https://data.nhm.ac.uk/media/ludlow:G.09916a.jpg
7857,"Fossilised shell remains of the Silurian gastropod Poleumita discors. Found by Norton, J. at Wenlock Edge.",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Poleumita discors,https://data.nhm.ac.uk/media/ludlow:G.11984.jpg
7703,Fossilised remains of head-shield of the Silurian jawless cephalaspid fish Hemicyclaspis murchisoni Found at Cusop.,Fish,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Hemicyclaspis murchisoni,https://data.nhm.ac.uk/media/ludlow:G.09944.jpg
8156,Fossilised remains of Carbonifeous coral Lonsdaelia sp. found in Tyne & Wear,CORAL,Chronostratigraphy,Carboniferous Period,Lonsdaleia sp.,https://data.nhm.ac.uk/media/ludlow:G.14190.jpg
7840,"Fossilised remains of the Silurian coral Ketophyllum turbinatum found at Farley Quarry, Much Wenlock.",CORAL,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Ketophyllum turbinatum,https://data.nhm.ac.uk/media/ludlow:G.11864b.jpg; https://data.nhm.ac.uk/media/ludlow:G.11864c.jpg; https://data.nhm.ac.uk/media/ludlow:G.11864a.jpg
