fossil_id,description,object_name,strat_type,period,taxonomy,url
6696,"Fossilised remains of half of Silurian brachiopod, Kirkidium knightii  showing septum",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Kirkidium knightii,https://data.nhm.ac.uk/media/ludlow:G.00400.001b.jpg; https://data.nhm.ac.uk/media/ludlow:G.00400.001a.jpg
7620,"Fossilised remains of headshield of the Devonian cephalaspid  fish, Cephalaspis sp. found at Meadowley Hill. Headshield nearly complete in a course conglomerate matrix.",Fish,Chronostratigraphy,Devonian Period,Cephalaspis sp.,https://data.nhm.ac.uk/media/ludlow:G.09365.002a.jpg; https://data.nhm.ac.uk/media/ludlow:G.09365.002b.jpg
6658,"Fossilised remains of the Silurian heliotid tabulate coral, Plasmopora sp. The individual corallites are circular in outline and separeated by coenenchyme.",CORAL,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Plasmopora sp.,https://data.nhm.ac.uk/media/ludlow:G.00122a.jpg; https://data.nhm.ac.uk/media/ludlow:G.00122b.jpg; https://data.nhm.ac.uk/media/ludlow:G.00122c.jpg
6673,"Fossilised remains of phragmacone of the Silurian cephalopod, Orthoceras ibex, found at Mocktree.",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.00183.jpg
6669,"Fossilised complete shell of the Silurian orthide brachiopod, Dalejina hybrida. The shell is symmetrical and equivalve and displays fine radial ribbing. Found at Buildwas. Mounted on card with G.00171, G.00173 and G.00174",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalejina hybrida,https://data.nhm.ac.uk/media/ludlow:G.00172.jpg
6703,"Fossilised remains of the Ordovician brachiopod Strophomena expansa, mostly in the form of internal moulds of single valves. Some original shell material. Also present are the Cricoconarid Tentaculites. Found by Bason, Miss at Cheney Longville",Brachiopod; Cricoconarida,Chronostratigraphy,Ordovician Period,Strophomena expansa; Tentaculites anglicus,https://data.nhm.ac.uk/media/ludlow:G.00483.jpg
8600,Fossilised Devonian plant remains found at Meadowley Wood.,Plant,Chronostratigraphy,Devonian Period,Plantae,https://data.nhm.ac.uk/media/ludlow:G.20106.jpg
6717,"Fossilised remains of single valves of the Ordovician brachiopod Dalmanella unguis. Found at Cheney Longville, Shropshire.",Brachiopod,Chronostratigraphy,Ordovician Period,Dalmanella unguis,https://data.nhm.ac.uk/media/ludlow:G.01136.jpg
6714,Fossilised remains of the valve of the Ordovician brachiopod Harknessella vespertilio. Believed to have been collected from the Craven Arms area.,Brachiopod,Chronostratigraphy,Ordovician Period,Harknessella vespertilio,https://data.nhm.ac.uk/media/ludlow:G.01087.jpg
6677,"Fossilised remains of phragmacone of the Silurian cephalopod, Orthoceras ibex, found at Mocktree.",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.00187.jpg
6728,Fossilised shell fragments of the Silurian brachiopod Strophonella euglypha and bivalve Pterinea lineatula found at Bringewood.,Brachiopod; BIVALVE,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Strophonella euglypha; Pterinea lineatula,https://data.nhm.ac.uk/media/ludlow:G.01627.jpg
7209,"Fossilised remains of a Devonian lung fish, Dipterus valenciennesi, showing a series of overlapping scales. Found at Caithness.",Fish,"Chronostratigraphy, Lithostratigraphy",Devonian Period,Dipterus valenciennesi,https://data.nhm.ac.uk/media/ludlow:G.06104.jpg
6762,"Fossilised remains of phragmacone of the Silurian cephalopod Orthoceras sp. found at Linney, Ludlow.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.02153.jpg
6719,Fossilised fragments of the Ordovician cricoconarid Tentaculites anglicus. Found at Bromfield (washed downstream to Bromfield from Ordovician above Craven Arms),Cricoconarid,Chronostratigraphy,Ordovician Period,Tentaculites anglicus,https://data.nhm.ac.uk/media/ludlow:G.01386.jpg
6716,Fossilised remains of the Ordovician brachiopod Sowerbyella sericea. Internal mould of single valves as well as external shell fragments.,Brachiopod,Chronostratigraphy,Ordovician Period,Sowerbyella sericea,https://data.nhm.ac.uk/media/ludlow:G.01134.jpg
6826,"Fossilised remains of an Incomplete cephalon of the Silurian trilobite Dalmanites vulgaris, showing pronounced eyes. Found at Upper Millichope",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites sp.,https://data.nhm.ac.uk/media/ludlow:G.02966.jpg
7213,"Fragmentary fossilised remains, including scales, of the Devonian fish, Dipterus valenciennesi found at Acanarras Quarry, Spittal",Fish,"Chronostratigraphy, Lithostratigraphy",Devonian Period,Dipterus valenciennesi,https://data.nhm.ac.uk/media/ludlow:G.06134.jpg
6787,"Fossilised remains of the Ordovician trilobite Ogyginus intermedius found at Hillside,  Llandridod Wells",Trilobite,Chronostratigraphy,Ordovician Period,Ogyginus intermedius,https://data.nhm.ac.uk/media/ludlow:G.02415.jpg
6739,"Fossilised shell fragment of the Silurian gastropod, Cyclonema octavia found at Norton Lane Quarry, Craven Arms, Shropshire.",Gastropod,Chronostratigraphy,Silurian Period,Cyclonema octavia,https://data.nhm.ac.uk/media/ludlow:G.01954.jpg
6837,"Fossilised remains of cephalon of the Silurian trilobite, Dalmanites myops. Showing well preserved crescentic eyes and glabella. Found at Upper Millichope, Shropshire.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.03119.jpg; https://data.nhm.ac.uk/media/ludlow:https://sketchfab.com/3d-models/trilobite-dalmanites-f1d417e1b4c047f3a54f04d193eb7a12
7217,Fossilised remains of fish Osteolepis sp. an extinct genus of lobe-finned fish from the Devonian period. It lived in the Lake Orcadie of northern Scotland. It was a rhipidistianand and had a number of features in common with tetrapods.,Fish,"Chronostratigraphy, Lithostratigraphy",Devonian Period,Osteolepis sp.,https://data.nhm.ac.uk/media/ludlow:G.06191.jpg
6809,"Fossilised remains of the Ordovician trilobite Ogyginus corndensis found at Upper Gilwern, Howey",Trilobite,Chronostratigraphy,Ordovician Period,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.02661.jpg
6748,"Fossilised shell remains of the Silurian bivalve Fuchsella amygdalina found at Linney, Ludlow.",BIVALVE,"Biostratigraphy, Chronostratigraphy",Silurian Period,Fuchsella amygdalina,https://data.nhm.ac.uk/media/ludlow:G.02050.jpg
6750,Fossilised remains of phragmocone of the Silurian cephalopod Orthoceras ibex cephalopod  found at Whitcliffe Ludlow.,Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.02052.001.jpg
6845,"Fossilised remains of segment of phragmacone of the Silurian cephalopod, Leurocycloceras whitcliffense. Found in Wassall Quarry, Leintwardine.",Cephalopod,Chronostratigraphy,Silurian Period,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.03163.002.jpg
7025,"Fossilised fragments of Silurian gastropod Loxonema sinuosa and trilobite Dalmanites myops, found at Upper Millichope",Gastropod; Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Loxonema sinuosa; Cyclonema sp.; Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.03995a.jpg
6839,Fossilised remains of partial phragmocone of the Silurian orthocone cephalopod Orthoceras nicholianum,Cephalopod,"Biostratigraphy, Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras nicholianum,https://data.nhm.ac.uk/media/ludlow:G.03135.jpg
6782,"Fossilised remains of fragment of the phragmacone of the Silurian orthocone cephalopod, Orthoceras ludense.",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras ludense,https://data.nhm.ac.uk/media/ludlow:G.02274a.jpg; https://data.nhm.ac.uk/media/ludlow:G.02274b.jpg
6752,"Fossilised remains of phragmocone from the Silurian cephalopod Orthoceras ibex, showing septa. Found at Bringewood.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.02055.jpg
6850,"Fossilised remains of fragment of the phragmocone of the Silurian cephalopod, Orthoceras perversum. Mounted. Found at Dinham Bridge",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras perversum,https://data.nhm.ac.uk/media/ludlow:G.03192a.jpg
6862,"Fossilised remains of the septum of the Silurian cephalopod, Leurocycloceras whitcliffense. Position of the hyponomic foramen visible on the septal surface.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.03258.jpg
6786,"Fossilised remains, including pygidium and part of thorax, of the Ordovician trilobite Ogyginus corndensis",Trilobite,Chronostratigraphy,Ordovician Period,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.02394.jpg
6756,Fossilised remains of phragmocone of the Silurian cephalopod Orthoceras perversum found at Linney below Ludlow Castle.,Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras perversum,https://data.nhm.ac.uk/media/ludlow:G.02104.jpg
6857,"Fossilised remains of fragment of the phragmocone of the Silurian cephalopod, Systrophoceras rapax. Oval whorl section and pronounced radial ribbing. Mounted on card.",Cephalopod,Chronostratigraphy,Silurian Period,Systrophoceras rapax,https://data.nhm.ac.uk/media/ludlow:G.03244.jpg
7296,"Fossilised remains of fish scales of Palaeoniscum freieslebenensis in marl slate. Found at Quarington Quarry, Durham.",Fish,Chronostratigraphy,Permian Period,Palaeoniscum freieslebenensis,https://data.nhm.ac.uk/media/ludlow:G.06750a.jpg; https://data.nhm.ac.uk/media/ludlow:G.06750b.jpg
6897,"A fossilised fragment of Ludlow bone bed with a pinkish colour. Contains two sharp boundaries, one with a beige micrite and the other with a laminated pale grey siltstone. Towards the boundaries the bone bed becomes more yellow. Found at Ludford Lane",Ludlow Bone Bed,"Chronostratigraphy, Lithostratigraphy",Silurian Period,,https://data.nhm.ac.uk/media/ludlow:G.03415.jpg
6834,"Fossilised remains of the Ordovician trilobite Trinucleus fimbriatus showing the cephalon, thorax and pygidium, found at Llanfawr Quarry, Llandrindod Wells.",Trilobite,Chronostratigraphy,Ordovician Period,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.03104.001.jpg
6801,"Fossilised remains of the thorax and pygidium and partial cephalon of the Ordovician trilobite Trinucleus fimbriatus, found at Llanfawr quarry, Llandrindod Wells",Trilobite,Chronostratigraphy,Ordovician Period,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.02615.002.jpg
6652,"Fossilised remains of Ordovician brachiopod, Strophomena grandis",Brachiopod,Chronostratigraphy,Ordovician Period,Strophomena grandis,https://data.nhm.ac.uk/media/ludlow:G.00093.jpg
6835,"Fossilised remains of the Ordovician trilobite Trinucleus fimbriatus, found at Llanfawr Quarry, Llandrindod Wells.",Trilobite,Chronostratigraphy,Ordovician Period,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.03104.002.jpg
6807,"Fossilised remains of an almost complete individual of the Ordovician trilobite Ogyginus corndensis found at Upper Gilwern, Llandrindod Wells",Trilobite,Chronostratigraphy,Ordovician Period,Ogyginus corndensis,https://data.nhm.ac.uk/media/ludlow:G.02638.jpg
6929,Fossilised portion of the rib of a type of elephant from the Siwalik Hills of India.,Elephant; Rib,Chronostratigraphy,Cenozoic Era,Elephas; Elephantidae,https://data.nhm.ac.uk/media/ludlow:G.03568a.jpg
6671,"Fossilised complete shell of the Silurian orthide brachiopod, Dalejina hybrida. The shell is symmetrical and equivalve and possesses fine radial ribbing. Found at Buildwas, Shropshire. Mounted on card with G.00171-00173",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalejina hybrida,https://data.nhm.ac.uk/media/ludlow:G.00174.jpg
6918,"Fossilised remains of vertebra of an extinct species of crocodile. Found in the Siwalik Hills, India",Crocodile; Vertebra,Chronostratigraphy,Cenozoic Era,Crocodylidae,https://data.nhm.ac.uk/media/ludlow:G.03555.jpg
6836,"Fossilised remains of the Ordovician trilobite Ampyx sp. found at Hillside, Llandrindod Wells.",Trilobite,Chronostratigraphy,Ordovician Period,Ampyx sp.,https://data.nhm.ac.uk/media/ludlow:G.03107.jpg
6844,"Fossilised segment of phragmacone of the Silurian cephalopod, Leurocycloceras whitcliffense. Found in Wassall Quarry, Leintwardine.",Cephalopod,Chronostratigraphy,Silurian Period,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.03163.001.jpg
6930,Fossilised piece of the lower jaw and a single tooth of an extinct type of horse from the Siwalik Hills of India.,Horse; Tooth,Chronostratigraphy,Cenozoic Era,Equus sp.,https://data.nhm.ac.uk/media/ludlow:G.03569a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03569b.jpg
6675,"Fossilised remains of phragmacone of the Silurian cephalopod, Orthoceras ibex, found at Mocktree.",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras ibex,https://data.nhm.ac.uk/media/ludlow:G.00185.jpg
6942,"Fossilised remains of a part of the lower jaw, including teeth, of an extinct type of antelope. From the Siwalik Hills of India.",Antelope; Jaw,Chronostratigraphy,Cenozoic Era,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.03587b.jpg; https://data.nhm.ac.uk/media/ludlow:G.03587c.jpg
6853,"Fossilised remains of a large sub-spherical septarian nodule, displaying polygonal cracks, which have been infilled with calcite.The nodule contains fragments of the phragmocone of the Silurian orthocone nautiloid, Orthoceras sp.  These internal moulds display clearly defined chambers, which have been partially infilled with mineral material. Found at Maryknoll.",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.03225.jpg
6921,"Fossilised fragment of a rib bone from an extinct species of deer. Found in the Siwalik Hills, India.",Deer; Rib,"Biostratigraphy, Chronostratigraphy",Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03559.jpg
6944,Fossilised piece of the lower jaw of an extinct giraffid. Collected from the Siwalik Hills of India.,Antelope; Jaw,Chronostratigraphy,Cenozoic Era,Bovidae,https://data.nhm.ac.uk/media/ludlow:G.03589a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03589b.jpg
6706,Fossilised shell remains of the Silurian brachiopod Dolerorthis rustica.,Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dolerorthis rustica,https://data.nhm.ac.uk/media/ludlow:G.00496.jpg
6951,Fossilised remains of an incomplete tooth of a Hippopotamus from the Siwalik Hills of India.,Hippopotamus; Tooth,Chronostratigraphy,Cenozoic Era,Hippopotamus sp.,https://data.nhm.ac.uk/media/ludlow:G.03597b.jpg; https://data.nhm.ac.uk/media/ludlow:G.03597c.jpg; https://data.nhm.ac.uk/media/ludlow:G.03597a.jpg
6868,"Fossilised remains of lower palaeozoic fish Phialaspis symondsi found at Devil's Hole, Morville",Fish,Chronostratigraphy,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03284.jpg
6933,Fossilised remains of horse tooth from the Siwalik Hills of India.,Horse; Tooth,Chronostratigraphy,Cenozoic Era,Equus sp.,https://data.nhm.ac.uk/media/ludlow:G.03572a.jpg
6955,Near complete fossilised remains of the head shield of a Pteraspid fish Cyathaspis sp. Found in Morville area.,Fish,Chronostratigraphy,Devonian Period,,https://data.nhm.ac.uk/media/ludlow:G.03606.002.jpg
6708,"Fossilised remains of the Silurian brachiopod, Microsphaeridiorhynchia nucula",Brachiopod,Chronostratigraphy,Silurian Period,Microsphaeridiorhynchia nucula,https://data.nhm.ac.uk/media/ludlow:G.00604.jpg
6973,Fossilised fragments of the Silurian graptolite Pristiograptus sp. found at Upper Millichope.,Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.03725a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03725b.jpg
6881,"Fossilised remains of the ventral disc from the head shield of the Silurian jawless fish, Phialaspis symondsi. Showing branchial impressions. Found at Devil's Hole, Morville Counterpart to G.03341.",Fish,Chronostratigraphy,Silurian Period,Phialaspis symondsi,https://data.nhm.ac.uk/media/ludlow:G.03339.jpg
6949,"Fossilised remains of a part of a jaw with teeth belonging to an extinct gharial type crocodile, from the Siwalik Hills of India.",Crocodile; Jaw,Chronostratigraphy,Cenozoic Era,Crocodylidae,https://data.nhm.ac.uk/media/ludlow:G.03595a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03595b.jpg
6971,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchi found at Meadowtown.,Trilobite,Chronostratigraphy,Ordovician Period,Ogygiocarella debuchi,https://data.nhm.ac.uk/media/ludlow:G.03699.jpg
6745,"Fossilised remains of the Silurian cephalopod Leurocycloceras whitcliffense showing the septal surface. Found at Whitcliffe, Ludlow.",Cephalopod,Chronostratigraphy,Silurian Period,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.01996.jpg
6988,"Fossilised remains of part of Silurian eurypterid, Pterygotus punctatus",Eurypterid,Chronostratigraphy,Silurian Period,Pterygotus punctatus,https://data.nhm.ac.uk/media/ludlow:G.03806a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03806b.jpg
6887,Fossilised remains of the Devonian jawless fish Pterapsis leathensis found at Morville.,Agnathan,Chronostratigraphy,Devonian Period,Pteraspis,https://data.nhm.ac.uk/media/ludlow:G.03371.jpg
6985,Fossilised remains of the Silurian conularid Metaconularia aspersa found at Bow Bridge. Likely to be part of original Ludlow Natural History Society.,Conularid,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Metaconularia aspersa,https://data.nhm.ac.uk/media/ludlow:G.03796.jpg
7035,Fossilised remains of numerous cepahlons of the Ordovician trilobite Trinucleus fimbriatus.,Trilobite,Chronostratigraphy,Ordovician Period,Trinucleus fimbriatus,https://data.nhm.ac.uk/media/ludlow:G.04072.jpg
6759,"Fossilised remains of phragmocone of the Silurian cephalopod Orthoceras bullatum cephalopod, showing septa.",Cephalopod,Chronostratigraphy,Silurian Period,Orthoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.02125.jpg
7021,Fossilised remains of the Silurian monoplacophoran Tremanotus sp. found at Upper Millichope.,Monoplacophoran,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Tremanotus sp.,https://data.nhm.ac.uk/media/ludlow:G.03960.jpg
6898,"Fossilised remains of the Silurian eurypterid Pterygotus sp. found in the Main Channel, Section 2, Devils Hole.",Eurypterid,Chronostratigraphy,Silurian Period,Pterygotus sp.,https://data.nhm.ac.uk/media/ludlow:G.03438.002a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03438.002b.jpg
7004,Fossilised remains of forelimb of a juvenile Jurassic ichthyosaur. Numerous digit bones and two carpal bones preserved. Found at Lyme Regis.,Ichthyosaur,Chronostratigraphy,Jurassic Period,Ichthyosaurus sp.,https://data.nhm.ac.uk/media/ludlow:G.03872.jpg
7043,"Fossilised shell remains of a single valve of the Silurian bivalve, Cardiola interupta. Marked radial ribbing and concentric growth lines visible. Counterpart to G.04116.001. Mounted on card. Found at Mary Knoll House, Ludlow.",BIVALVE,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Cardiola interupta,https://data.nhm.ac.uk/media/ludlow:G.04116.002.jpg
6785,Fossilised remains of Carboniferous coral Amplexus cotalbides.,CORAL,Chronostratigraphy,Carboniferous Period,Amplexus cotalbides,https://data.nhm.ac.uk/media/ludlow:G.02328a.jpg; https://data.nhm.ac.uk/media/ludlow:G.02328b.jpg; https://data.nhm.ac.uk/media/ludlow:G.02328c.jpg
7133,"Fossilised remains of phragmocone of the Silurian cephalopod, Dawsonoceras annulatum, showing septal surfaces. The remains of a compound coral is on the reverse. Found in Much Wenlock district",Cephalopod,"Biostratigraphy, Chronostratigraphy",Silurian Period,Dawsonoceras annulatum,https://data.nhm.ac.uk/media/ludlow:G.05001a.jpg; https://data.nhm.ac.uk/media/ludlow:G.05001b.jpg
6922,Fossilised remains of the distal or lower end of the metacarpal bone of a deer from the Siwalik Hills of India.,Deer; Metacarpal,Chronostratigraphy,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03560.jpg
7047,Fossilised shell remains of the Silurian bivalve Goniophora cymbaeformis found at Downton Castle.,BIVALVE,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Goniophora cymbaeformis,https://data.nhm.ac.uk/media/ludlow:G.04154.jpg
7057,Fossilised remains of the Devonian heterostracan fish Pteraspis leathensis.,Fish,Chronostratigraphy,Devonian Period,Pteraspis leathensis,https://data.nhm.ac.uk/media/ludlow:G.04283.jpg
6824,"Fossilised remains of pygidium of the Silurian trilobite, Dalmanites myops, found at Upper Millichope.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.02931.jpg
7156,"Internal mould showing part of the phragmocone of the Silurian orthocone cephalopod, Orthoceras bullatum. With fragments of Orbiculoidea sp. and Spirorbis sp. epizoic fossils.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orthoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.05387a.jpg; https://data.nhm.ac.uk/media/ludlow:G.05387b.jpg
7102,"Fossilised shell fragments of the Ordovician brachiopod Sowerbyella sericea found at Pont Derwlwyn, Llanfyllin, Montgomeryshire. Counterpart to G.04740.001",Brachiopod,Chronostratigraphy,Ordovician Period,Sowerbyella sericea,https://data.nhm.ac.uk/media/ludlow:G.04740.002.jpg
7068,"Fossilised shell of the Silurian gastropod Loxonema sinuosa found at Upper Millichope, Shropshire.",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Loxonema sinuosa,https://data.nhm.ac.uk/media/ludlow:G.04343.jpg
6833,"Fossilised remains of cephalon of the Silurian trilobite Dalmanites myops found at Upper Millichope, Shropshire.",Trilobite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.03080.jpg
7162,"Fossilised remains of phragmacone of the Silurian orthocone cephalopod, Polygrammoceras bullatum, showing septal sututres. Found at Mill Street Weir, Ludlow.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Polygrammoceras bullatum,https://data.nhm.ac.uk/media/ludlow:G.05408a.jpg; https://data.nhm.ac.uk/media/ludlow:G.05408b.jpg
6953,"Fossilized remains of the Devonian agnathan Pteraspis leathensis found at Meadowley Hill, Morville",Fish,Chronostratigraphy,Devonian Period,Pteraspis leathensis,https://data.nhm.ac.uk/media/ludlow:G.03604.jpg
7113,"Fossilised thorax and tail remains of the Silurian trilobite, Calymene nodulosa found at Burrington.",Trilobite,"Biostratigraphy, Chronostratigraphy, Lithostratigraphy",Silurian Period,Calymene nodulosa,https://data.nhm.ac.uk/media/ludlow:G.04881.jpg
7069,"Fossilised remains of Silurian gastropod, Loxonema sp. Found at Sunnyhill, Mortimer Forest.",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Loxonema sp.,https://data.nhm.ac.uk/media/ludlow:G.04402.001.jpg; https://data.nhm.ac.uk/media/ludlow:G.04402c.jpg
6895,"Fossilised fragment of spine from the Silurian Acanthodian fish Parexus sp. found at Devils Hole, Morville, Shropshire.",Fish,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Parexus sp.,https://data.nhm.ac.uk/media/ludlow:G.03404.002.jpg; https://data.nhm.ac.uk/media/ludlow:G.03404.002b.jpg
7197,Fossilised remains of the Ordovician trilobite Ogygiocarella debuchi preserving pygidium and partial thorax. Labelled as Ogygia sp. Found at Hillside.,Trilobite,Chronostratigraphy,Ordovician Period,Ogygiocarella debuchi,https://data.nhm.ac.uk/media/ludlow:G.05959.jpg
6963,Fossilised remains of the Jurassic ammonite Caloceras sp.,AMMONITE,"Chronostratigraphy, Lithostratigraphy",Jurassic Period,Caloceras sp.,https://data.nhm.ac.uk/media/ludlow:G.03663.jpg
7142,"Septal surface of the Silurian cephalopod, Leurocycloceras whitcliffense, showing the position of the centrally placed septal foramen.",Cephalopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Leurocycloceras whitcliffense,https://data.nhm.ac.uk/media/ludlow:G.05181a.jpg; https://data.nhm.ac.uk/media/ludlow:G.05181b.jpg
7071,"Fossilised fragment of the guard of the Cretaceous belemnite, Belemnitella mucronata. The guard is conical in form and possesses a conical alveolus. Mounted on card with five other specimens.",Belemnite,Chronostratigraphy,Cretaceous Period,Belemnitella mucronata,https://data.nhm.ac.uk/media/ludlow:G.04425.002.jpg
6923,"Fossilised remains of the distal or lower end of the metacarpal bone of a deer, from the Siwalik Hills of India.",Deer; Metacarpal,Chronostratigraphy,Cenozoic Era,Cervidae,https://data.nhm.ac.uk/media/ludlow:G.03562a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03562b.jpg; https://data.nhm.ac.uk/media/ludlow:G.03562c.jpg; https://data.nhm.ac.uk/media/ludlow:G.03562d.jpg
7626,"Fossilised remains of the ventral rim of a headshield belonging to a Devonian agnathan, Cephalaspis sp.",Agnathan,Chronostratigraphy,Devonian Period,Cephalaspis sp.,https://data.nhm.ac.uk/media/ludlow:G.09380.001.jpg
7005,"Fossilised remains of the limb bone of a Jurassic plesiosaur. This exhibits spectacular evidence of scavenging: not only 4 or 5 massive gouge marks on one side but on both sides, with matching orientation; also, both ends seem to have been gnawed away - these are not natural breaks.",Plesiosaur,Chronostratigraphy,Jurassic Period,Plesiosaurus sp.,https://data.nhm.ac.uk/media/ludlow:G.03874a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03874b.jpg; https://data.nhm.ac.uk/media/ludlow:G.03874c.jpg
7167,"Nodule containing the internal mould of the Silurian cephalopod, Gomphoceras sp. showing septa. Found in building stone in wall at Bromfield Manor. The counterpart of this specimen is G.05436.002.",Cephalopod,Chronostratigraphy,Silurian Period,Gomphoceras sp.,https://data.nhm.ac.uk/media/ludlow:G.05436.001.jpg
7079,"Single valve of the Silurian fossil brachiopod, Ludfordina pixis and partial pygydia of the trilobite Dalmanites myops. Found at Upper Millichope.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Ludfordina pixis; Dalmanites myops,https://data.nhm.ac.uk/media/ludlow:G.04508.jpg
6966,"Fossilised remains of the stem section of the Carboniferous lycopsid, Sigillaria sp. Found at Highley Colliery, Shropshire.",Plant,Chronostratigraphy,Carboniferous Period,Sigillaria sp.,https://data.nhm.ac.uk/media/ludlow:G.03675a.jpg
8254,"Fossilised remains of parts of Silurian graptolites, Pristiograptus sp. Found at the Sunken Road, Burrington.",Graptolite,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Pristiograptus sp.,https://data.nhm.ac.uk/media/ludlow:G.14728a.jpg; https://data.nhm.ac.uk/media/ludlow:G.14728b.jpg
7023,"Fossilised shell remains of the Silurian planospiral gastropod, Poleumita globulosa found at Bringewood. Counterpart to G.03988.001",Gastropod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Poleumita globulosa,https://data.nhm.ac.uk/media/ludlow:G.03988.002a.jpg; https://data.nhm.ac.uk/media/ludlow:G.03988.002c.jpg
7220,"Fossilised remains of the tail section of the Devonian lung fish, Dipterus sp., found at Achanarras Quarry, Spittal, Caithness. Individual scales, showing concentric growth rings, visible.Tail fin also preserved.",Fish,Chronostratigraphy,Devonian Period,Dipterus sp.,https://data.nhm.ac.uk/media/ludlow:G.06194.jpg
7086,"Silurian brachiopod, Orbiculoidea sp. Found near Ludlow Castle.",Brachiopod,"Chronostratigraphy, Lithostratigraphy",Silurian Period,Orbiculoidea sp.,https://data.nhm.ac.uk/media/ludlow:G.04574.jpg
